Id,SalePrice
1,30762.556288588177
3,48708.14163146299
4,31262.366474762355
5,57680.57885227236
6,35638.207052195736
7,34481.03017145354
8,32148.569167072168
9,25134.44438699412
10,39183.71644152127
11,31239.06256312745
12,22576.120156291807
13,31743.227957107658
14,30631.95557699417
15,21956.38254821268
16,29312.674943918526
18,46192.92659522796
19,35751.56774197738
20,37177.49545682555
21,36586.34492497082
22,36814.12509976666
24,24076.49804235354
25,25225.293002140446
26,58722.2906860303
27,30659.22440173996
28,30806.250739951833
29,36914.08002978498
31,42958.746821000685
32,24473.76445338757
33,30298.071790919323
34,29128.096113365824
35,3.458965467116728e-14
36,37598.69696436586
37,30837.303202574956
38,32662.33506004703
39,31889.058047893337
40,32532.88939062908
41,43532.93972396436
42,28004.682814325875
45,34362.597576003085
46,44496.31932179183
47,39212.27185123901
48,29724.773409950405
50,29666.669921424495
51,28309.988471280292
52,32195.734663136678
53,35547.83950778989
54,25506.389137049075
55,45664.716626489004
57,40311.764962096044
58,33892.526314957504
59,44542.4921827061
61,40548.69339378003
62,27687.228797473726
63,41956.546584896656
65,33700.43527150272
66,36913.90920003933
67,19623.758643596248
68,33624.96375328787
69,29863.040187672555
70,33757.66974174216
71,23219.675285533478
72,20938.472546253874
73,29625.139232353216
74,31971.523050899345
76,35315.525174641894
77,40985.85277637389
78,28488.722000364112
79,29694.521590357774
80,29431.650031349418
82,37948.90966370999
84,33165.4349859061
85,34490.36718060066
86,36322.822439563475
87,31474.599467939795
89,22947.538315630376
90,41680.31679706244
91,22228.70954015013
92,32604.05298022876
93,37220.58814427909
95,31008.747426143727
97,34069.90752783888
98,32447.83475032351
100,39424.59217529408
101,36603.39104193367
102,26534.87850204395
104,28446.18482979035
105,36089.9716006739
106,46131.62090172327
107,34746.36878460706
108,34612.64454944603
109,37256.65726598129
110,42898.725609747824
111,39440.96894268355
113,34666.527975401164
114,33586.8105593841
115,30211.378831967006
116,29131.10594888185
117,34974.74544292646
120,22459.845336695897
121,73521.91380761279
122,31978.316654105012
123,35525.06780103021
124,30050.02033896981
125,30677.596223777862
128,32010.6283433429
129,49512.88514688442
130,24530.703251353232
132,55244.08138978398
133,30291.36204835226
134,36068.01284120684
135,33692.239620941546
136,26482.474602311377
139,39928.05737180981
140,39335.79611641882
141,38295.59902491223
143,27803.583071546575
144,32960.5456252586
145,49973.51237858251
146,31314.907008091726
147,30455.739035665447
148,45369.62242742397
149,45962.46820071344
150,34443.651902009784
151,33036.98470693947
152,29072.60805745063
154,34616.453941802065
156,68696.68141332496
157,36795.167308402866
159,31290.964787759916
160,27688.27557014462
162,36163.85836566364
163,28350.532950468252
164,38698.12814282878
166,50393.68930907482
167,28426.944354004936
168,40224.44343028422
169,27506.631545290467
171,34517.26813626225
172,33209.30218603575
173,32244.59269549875
174,26561.38801008035
175,33694.57308220918
176,52317.95742366866
177,25862.651513702465
178,34290.17078564022
179,36276.0960973307
180,32486.59356753394
181,31748.94095522689
182,26070.110335493606
184,35233.31176857856
185,29914.844677276727
187,30622.948460093103
188,30805.345467852996
189,33876.819223712664
190,28547.504158776177
191,21577.195677276362
193,53110.826436188865
194,25248.09118444358
195,38774.96868287869
196,27053.327838130906
197,31064.27881945954
199,32850.649125653195
201,31410.470523047275
203,39501.58867623216
204,37456.054519462086
205,43886.126228761954
206,25701.978322285624
208,30123.239992706796
209,25671.561908974574
212,28645.247294652283
213,34376.27652656846
214,23825.035129668286
215,33720.20269916771
216,38257.43268060234
217,30199.696111931236
218,53869.05959008451
219,25532.849756973832
220,34489.64795065782
222,28216.78498458435
223,39607.73516837881
224,30662.293748565782
225,27541.836079999583
227,39245.981180027135
228,36573.24498749782
229,26491.859365909833
231,26885.069087361564
232,32720.536466623562
233,25025.632882547085
235,25060.863436992327
236,24639.438660510128
237,37509.79515140564
239,23597.818315566656
240,35958.399328785265
241,50441.0796980637
242,38802.15153607676
243,31378.66390227067
244,34767.064620298865
245,30152.402839736696
246,28003.54324025337
247,25561.004696652173
248,22955.340164879857
249,55786.24833761312
250,26417.834513545447
251,31446.285311346517
253,32429.75707885676
254,41803.79958706745
256,26492.72259736087
257,31039.160344807693
258,27915.32284609176
259,56236.41532630574
260,21568.333546358554
261,29254.6601536528
263,22837.05634783349
264,27497.36871182058
265,28753.518656816726
266,35590.134518692175
267,27941.966723255715
268,20855.809104524764
269,24432.154379160354
270,32102.46515017923
271,35804.19194488373
274,29760.55772995265
275,33511.60812858472
276,21063.570425087233
277,42833.62074165446
278,38442.90401487423
279,23199.309138254423
280,37666.0001046649
281,36203.87431194952
284,46538.06053694162
285,34777.348666631005
286,35942.65655389461
287,44292.033126755094
288,31202.80745885184
289,32519.33047281981
290,26118.25021680849
292,35441.66838186445
293,30874.445937602733
296,29218.574182922166
297,24881.95538620552
298,23852.249119727978
299,58207.51456617224
300,25696.2072838352
302,28307.16158499024
303,37760.27969058402
304,35397.20025310617
305,26493.871550495813
306,45788.03264886645
307,28261.090348386402
308,37051.091029841424
309,22962.58192965131
310,47910.22842386107
311,28203.11254236067
312,26689.40647326967
313,38717.17845348446
314,28754.122901988907
315,23494.60886224135
316,26135.844767429662
317,37671.7480214228
319,34517.16518507413
320,31145.743852436444
322,25178.59476704287
323,24934.60852216426
324,51419.2772948215
326,37227.14347872409
327,31007.253912472384
328,37256.67866327026
329,44028.24718915571
330,40714.140717385286
331,35447.746823311034
332,34626.274089583276
333,23342.91219213922
334,24472.177132967012
335,25368.985110302066
337,33298.46086918453
338,25951.30522253457
339,40223.44613303845
340,22933.441765645915
341,31516.273049874933
342,38421.513188243895
343,21152.738925255926
345,41736.01867589206
347,21374.587558373812
348,25976.519162681227
349,24601.814106273276
350,31348.281264792397
352,24131.094979018213
353,31231.027343721984
354,27710.641981011635
355,32943.67218137516
356,30564.22980178918
357,23860.653027556822
358,33535.05626910849
359,47841.64253068239
360,26441.987537850353
361,27445.260741713846
363,31467.308287582866
364,26629.11786864702
365,32736.586171948933
366,30800.221038540218
367,26802.549700600757
369,31137.999510468464
370,33429.71823361171
371,30646.412782392275
372,48212.20866087426
373,34522.524835736775
374,37178.48611675713
375,36750.727535894046
376,36443.61073325741
378,28808.683390902243
379,25790.220351035812
380,31905.059759486692
381,37907.414871212146
382,33639.70780596222
383,22050.606737003938
384,33039.409714615555
385,48613.24526279707
386,28949.580577877965
387,37384.283077392225
389,20832.53996143556
390,29629.845620478165
391,36367.40462040112
392,21982.072321707616
393,27578.55823753619
395,40928.02336912657
397,25832.012211481113
398,30570.017554053728
399,26979.805920595576
401,31408.886637066174
402,29681.610456396003
403,31217.956217028608
404,32817.127856297535
407,20758.53422053711
409,23867.635820818952
410,42195.738134028674
411,27325.17632847776
412,28061.32678592123
413,25838.687362368473
415,30930.578711480528
416,35892.948455907
417,34439.35463605733
418,31341.787809174453
419,26905.199278100354
420,38218.39256752403
421,26364.03501247903
422,71327.51326144225
423,26408.284371292182
424,38352.495855533816
425,37254.98973783364
426,40511.168785561735
427,27356.728705022742
428,30678.790547442874
429,43280.576728888445
431,39717.01933343115
433,28282.570319977956
434,25977.120851096828
435,32123.19996324637
436,41284.16700447774
437,29665.948759214276
439,33433.679955270694
440,40129.06286067616
442,21296.101370791275
444,27217.95990343872
445,39603.66058641794
446,29978.16357660402
447,37110.56233194289
449,43921.104945737716
450,38450.20894249257
452,25360.143808974615
454,25588.239504189165
455,27811.235061877785
456,29540.493525172038
457,30031.68176445938
459,35919.16527438269
460,28360.62730276214
461,53916.574052908574
462,32935.10584812348
463,34555.42126243542
464,57488.916029177075
465,27912.916660769308
466,38328.95874699308
467,33303.87264800519
468,40919.29071997574
470,40902.9228931697
471,30657.505953266606
472,47338.3774624577
473,33727.45837063855
475,41149.98976616941
477,39892.3577857851
478,26899.70889650864
481,38010.13182809749
482,39360.62945680568
483,32025.81720716712
484,23947.994064905928
486,40928.778450298305
488,40342.90046394911
490,32235.4857574599
491,20720.68727547092
492,31632.596965407683
493,33825.3801818389
494,24788.8025796958
495,38941.99692070269
496,22453.713603795026
498,30751.38420805657
500,42400.45743694278
501,23082.81449282013
502,30708.8048002444
504,27242.32794737586
505,37502.84856144986
507,42181.673908736884
508,29419.75921466228
509,44309.395006929
510,25260.102949737953
512,32360.53205540235
513,37452.43680180376
515,39439.730019672796
516,38121.71873157755
517,43005.42989269219
518,32583.77033565944
519,31561.87395450266
520,33648.01499589573
521,29420.50300929545
523,27933.268520188307
524,26669.49344286628
525,41003.79339841519
526,31177.64514719959
527,33754.843873815604
529,39204.31995541607
530,40520.27101784723
531,35629.04113561218
532,25314.0415531121
533,40980.14822432469
534,34557.72807600677
535,35546.55113693225
536,50673.22701252885
537,36565.40125903065
538,42898.49659743127
539,42723.54679748764
