Id,SalePrice
1,121.37836884477758
3,191.00440394850307
4,121.86274921641974
5,223.60820878674525
6,139.8927086467937
7,137.408637084285
8,124.97143056274344
9,97.79681726720472
10,154.19427766334837
11,147.04306850119687
12,90.82989999468035
13,122.7663090203891
14,119.70640715242521
15,85.68166363082446
16,114.57172563603503
18,180.71436510322428
19,139.3937874999158
20,143.13134387921602
21,143.19501204642538
22,145.1220406509271
24,93.56312138455529
25,118.00631955170309
26,231.94903204825937
27,119.99839899149673
28,142.52812968229952
29,146.07736126888565
31,172.81786796630502
32,96.5657590020054
33,139.528633743099
34,106.9954560068396
35,1.6616915837191757e-72
36,145.91739090403897
37,119.97435379870412
38,125.55871239655798
39,123.90319367460154
40,127.0549158197268
41,169.32208925140247
42,115.63902681307735
45,133.97780169497807
46,172.23304369504143
47,211.09963858102964
48,116.54420427176427
50,117.77137907447968
51,133.98528228530543
52,125.24717704494243
53,137.95697063335172
54,93.8005814551586
55,178.4069714779078
57,156.83729026398586
58,134.0541058385826
59,175.65924275206964
61,159.95353049612908
62,107.14947966322478
63,166.21211194742435
65,130.07034169979906
66,144.41231683719522
67,77.33203856413081
68,131.93239726731255
69,116.48157729536642
70,157.32659544339413
71,91.8752213349551
72,82.24929555595112
73,113.57071030952316
74,124.96002006839893
76,139.98062206080823
77,161.59349218583208
78,112.12155166533903
79,116.71531932936367
80,115.41415656946414
82,148.09818651550853
84,154.392496576704
85,135.60676916173796
86,141.53672174601002
87,122.40301314281932
89,90.57654693524876
90,193.9572344099325
91,95.42225814027049
92,126.74774667955828
93,144.88777067685103
95,120.87338899865141
97,132.58587660491446
98,126.93275853665497
100,154.08730655400032
101,170.9479668656432
102,103.80531412148548
104,110.122319610505
105,139.40525115182731
106,180.00537464698485
107,134.5423558016523
108,134.56606171269823
109,145.37688363164162
110,198.67512625186558
111,154.53569216149296
113,135.2759954644825
114,130.7822786406626
115,119.08408492101844
116,113.36905690949004
117,162.46232643783924
120,87.73992779604005
121,284.24192512277506
122,122.5560182718048
123,140.12227835637256
124,116.9379425642229
125,120.08779245039288
128,123.88139824737128
129,232.81517642380695
130,96.75850398834774
132,217.43918656267198
133,118.74467978734272
134,141.86172363626184
135,132.18015525361923
136,102.38662646596566
139,154.27034589469878
140,152.68327169414525
141,151.52934782821663
143,107.71367695608149
144,127.07294656588513
145,229.95916714432218
146,122.24657634872567
147,117.62879495086749
148,209.29567417108956
149,181.21290849921982
150,158.37296932902436
151,153.3215290606157
152,114.46309539595966
154,136.28035646020425
156,272.04211446392316
157,145.5273029263055
159,120.65434136985444
160,108.56279220220436
162,141.57091503449143
163,110.66101653953356
164,151.92688391707975
166,196.066335729768
167,111.44490981516182
168,157.27535081613988
169,107.9506369399851
171,132.79899559062181
172,155.17848186383006
173,128.10231624521433
174,104.01424425900082
175,130.24284559857847
176,210.496184384648
177,120.57591479561498
178,132.5091189494905
179,142.7643559861037
180,127.6144420204215
181,147.1293910083883
182,102.60315478452675
184,139.42069584697296
185,116.88193232220975
187,131.94812404590164
188,121.32090924253357
189,136.5106320938747
190,111.7069564148787
191,85.95944611560734
193,207.87588997485688
194,98.60362516044417
195,180.83550247985215
196,105.53081375671022
197,123.8978188800898
199,153.3795424560279
201,122.37872943891024
203,185.62976588910254
204,173.84743989653242
205,171.0507798340865
206,100.54807008703422
208,141.2476672492056
209,94.6926145103564
212,112.67124759556064
213,134.32773248530634
214,93.99138095131201
215,132.87491052598853
216,151.20185351646927
217,117.63612510540781
218,288.01273983133257
219,118.09823786793783
220,161.36513304159635
222,130.70713461413573
223,186.90193378461493
224,119.02360618884724
225,108.45772796226096
227,149.07017471719556
228,143.6295639500237
229,123.55695997939395
231,97.81159642449154
232,153.22862923704997
233,97.62329994075365
235,98.36046579947455
236,96.99375328328335
237,145.3857822673197
239,91.71359117880698
240,131.25646814601794
