Id,SalePrice
1,148265.63334813202
3,234670.37964080845
4,152266.8971430538
5,278530.1942674854
6,170402.01076442454
7,165408.60672064926
8,156128.78803780818
9,122864.82325616179
10,184934.57295693696
11,146655.4902168328
12,111952.6230491147
13,152394.43122673174
14,143843.6727387006
15,107594.69717818628
16,141020.59979795924
18,224732.652901488
19,172573.13003182138
20,179558.62376962375
21,179267.69186720517
22,175587.8389349204
24,116369.92172355588
25,114985.29164961627
26,279280.2593980095
27,148381.50528917313
28,144896.96770669063
29,173494.56798743634
31,205638.52620802334
32,117623.46434101128
33,139946.14051229483
34,130613.45284227174
35,106574.9731881448
36,176742.549868758
37,150501.42817767474
38,158990.5998341222
39,153195.01966000738
40,156813.75313553817
41,210982.55451217998
42,144666.7338903783
45,167421.2525317167
46,211252.3268418905
47,167739.0345938849
48,143068.04858193581
50,141570.61634451046
51,130587.17421516226
52,155311.60275305505
53,170560.14500922072
54,118344.30653820091
55,219345.4382665477
57,196145.84918417575
58,161200.18578396676
59,214379.61436234027
61,191262.4129504863
62,133295.78694889587
63,199799.64104231296
65,156175.05413071718
66,179836.16486938705
67,94388.27027144658
68,165293.08296170633
69,142288.0314417209
70,154861.11473750963
71,109277.3082659209
72,100258.52526971877
73,141564.27763179873
74,155159.15696670127
76,177267.1462675476
77,199476.04095556756
78,137315.53279297194
79,142967.29518628397
80,142144.015518046
82,183298.2802631502
84,150896.06725914177
85,164902.60765075893
86,175597.34038732716
87,149567.96423816166
89,110207.50861235078
90,193982.74030977706
91,115948.05029714205
92,157083.8690421342
93,179567.38995298353
95,149391.29412663553
97,162430.90125482122
98,156096.38680058206
100,184488.82412930534
101,170302.01190922008
102,129351.4593296322
104,135055.77695110423
105,170602.40411536235
106,219580.73828842532
107,167509.25114102778
108,163840.20003004986
109,181412.84240803582
110,199974.4513688087
111,192989.0057997811
113,165654.91430007078
114,160506.54041899866
115,143232.85157688736
116,139080.9023824947
117,161808.17774086638
120,109033.62592474533
121,357718.94161683763
122,151177.52958510435
123,170224.67549584643
124,148640.9048254164
125,148217.73713716687
128,155798.92565516345
129,226850.93660053064
130,119183.34888948489
132,262525.52397921914
133,147601.28757451018
134,170268.50322028098
135,163800.37848957544
136,128783.43822077631
139,193015.72750593003
140,185037.50834580418
141,183785.89557472806
143,135077.8592613848
144,158431.62521520234
145,229492.68245569998
146,149465.5969643361
147,147523.5303408842
148,212263.8415922493
149,216080.3662936961
150,159691.0976598149
151,154883.50272863865
152,139244.68162170204
154,169129.76269183264
156,332611.77875838615
157,176859.46036893225
159,150059.86169011082
160,132592.03740270424
162,173390.13303604204
163,134823.5430213635
164,184009.88642705142
166,237975.66146644604
167,136794.77571950803
168,191859.48407587613
169,130693.52219795871
171,168556.83802520242
172,156091.3235300074
173,157392.77384898096
174,130835.51899849149
175,166845.51664656957
176,252086.63867997463
177,119069.77399661946
178,166733.72233826574
179,172161.14661507535
180,156562.82285010256
181,148825.58140477198
182,124659.37954143882
184,170408.48176674344
185,143653.30530555462
187,137610.14134581308
188,146293.71791530767
189,157819.67055065252
190,139714.66823244208
191,103280.29045685312
193,255429.18818676236
194,121372.16412622362
195,180467.47521728958
196,133046.92150486112
197,147706.47627339282
199,151643.64779103958
201,151066.4343516559
203,182192.388972112
204,173141.68220031942
205,205641.70892735667
206,122306.2978170397
208,139330.9474398028
209,118295.62319331898
212,139656.2635350271
213,163972.67780009154
214,115668.6580417111
215,162889.7523209484
216,184794.9908974452
217,145177.34183470692
218,230392.05305493236
219,119925.07628490696
220,159276.8659697464
222,130687.26674891564
223,184554.3713892638
224,146861.17495904735
225,133484.18932528593
227,190140.80981138657
228,178065.6122002973
229,123847.61047384104
231,124076.92242992425
232,152112.41465374213
233,123403.81214320085
235,120742.2789882686
236,117389.8918996815
237,182120.19666231752
239,113790.16422870626
240,166074.52278162516
241,239159.93761481615
242,179503.17819674575
243,144436.9088404477
244,164754.56081076383
245,144212.63738241512
246,133961.84118656762
247,129590.0145925696
248,110501.13106828945
249,268409.76046031126
250,121852.68782266372
251,144214.58708120912
253,154688.17047003863
254,203776.27322441293
256,122181.74005618005
257,147632.64745781696
258,126869.6354010128
259,268442.57423081616
260,103939.44438705425
261,140977.65285570984
263,111761.74268939448
264,128208.43450484927
265,138585.3426587588
266,172663.5136681566
267,130007.56339648426
268,101536.25733187667
269,110850.5237860674
270,155149.270706361
271,168704.0525258027
274,137395.22118715174
275,159416.19377011288
276,100209.69849088401
277,199418.48915486422
278,184212.68813125277
279,111971.4674361091
280,175424.44039023548
281,176098.06266490836
284,224958.6764452589
285,159987.87686781504
286,173994.87639669195
287,202526.81942378418
288,148524.6793496689
289,150518.33420820144
290,125280.2833720234
292,173819.64222174048
293,143494.62238941487
296,136149.9139724188
297,118667.66052563302
298,118101.66622649836
299,276119.24100422574
300,121922.393021625
302,130185.49039437718
303,179087.66758940555
304,170664.45154735973
305,127053.70131485508
306,211250.59561801012
307,132070.02085982182
308,172390.532291191
309,110933.4457684839
310,220862.68238306118
311,134845.6398060466
312,123018.46185099168
313,179724.727921561
314,139356.175187931
315,113612.2194212059
316,119574.35704210962
317,183352.64673562202
319,164340.60157700506
320,151458.11262949873
322,122431.59802585098
323,120899.02503839962
324,249054.49137738705
326,177901.6927611299
327,141759.0835544516
328,157122.1363521783
329,211490.81013286678
330,199500.47362318903
331,169259.29057811585
332,159904.93982594527
333,111216.96424366767
334,115919.79556052807
335,122026.70225443176
337,161274.81295153237
338,122308.70325258217
339,192685.30862773038
340,106568.2853470581
341,149117.96181420298
342,185075.5552669938
343,103027.32348663665
345,202540.95951163015
347,102729.02142041418
348,125276.60632693916
349,115818.3369417408
350,149529.431056087
352,115901.78277630275
353,132622.61811618548
354,133968.82749494413
355,156963.82879166023
356,147559.38810064935
357,113701.8933392395
358,164325.1105769424
359,226148.6135289115
360,126937.30741998134
361,129279.31532860163
363,149086.1782648882
364,127560.71091212884
365,158758.05370886356
366,146854.68456761944
367,118462.69995280649
369,151296.2849569312
370,162443.1808329338
371,146856.2628846717
372,235095.21837074653
373,166762.01457544716
374,177199.64583845108
375,176754.18523317826
376,175973.67544191616
378,138540.832686621
379,122465.10845876006
380,147360.0977731378
381,180138.24168113177
382,161693.28407104017
383,100338.77876779297
384,157510.34228564202
385,228899.4316265396
386,136645.27094525628
387,176715.2732567134
389,98835.23455410286
390,142266.98094303487
391,172249.73383550096
392,106021.05253346574
393,132301.0283906484
395,195443.06579677385
397,126560.70258248082
398,142418.44426798247
399,128689.72631937067
401,151561.13449586317
402,137114.6842482633
403,146440.44897053286
404,157594.2454634812
407,102751.13547525786
409,113561.17600599173
410,194223.22649613692
411,124620.94016376852
412,128410.59970515613
413,117175.55868372951
415,149586.29858474992
416,173507.24238379448
417,166772.09742123287
418,153294.63462352142
419,131758.06244684884
420,179369.33307269771
421,125692.5440778232
422,172840.22815147188
423,127812.84666619157
424,183501.87515110485
425,179555.57557914426
426,191888.60628294203
427,130905.44856793387
428,147675.0191231084
429,208161.87899710596
431,192014.29761530785
433,135877.3010329251
434,123840.11417480203
435,155048.91214379753
436,195154.2930873703
437,145060.80418722928
439,160809.76178044305
440,170990.7831289999
442,101857.69693541474
444,126910.99161121549
445,192940.26438926716
446,145866.5996135373
447,180948.44462203007
449,202867.38409770755
450,186206.05256805103
452,121196.99057267122
454,116718.93068039534
455,135093.29759061412
456,144636.47145634197
457,146659.49029157357
459,173629.92329402696
460,136537.7576075842
461,247876.31652173318
462,158373.2256718963
463,167735.61114820748
464,252586.7785517059
465,132850.42914549657
466,168330.6807969193
467,160428.3532849174
468,196358.55865906941
470,187955.48686887263
471,148826.3575487945
472,222831.94948324852
473,163740.122362563
475,195581.46569473343
477,184907.21941955277
478,131842.69609823966
481,184508.01926161695
482,184672.61234357365
483,150197.39997511302
484,116457.49268025791
486,197354.86206657396
488,193732.03029343998
490,143537.94203110592
491,99447.78211058871
492,151538.26554543732
493,165542.72439398456
494,122141.30580808503
495,185528.54479194482
496,106035.23709244508
498,149323.07378985497
500,200827.8433685606
501,111099.26678487065
502,146723.21334706203
504,125804.5666356524
505,180805.50893578047
507,201100.3079364893
508,139522.49143344478
509,216276.65050967838
510,120833.00663408925
512,147098.16640046882
513,178161.45446717128
515,192445.63911213644
516,184652.22393168445
517,204834.04977880124
518,158475.2653084033
519,149597.87235343084
520,159653.6517231258
521,142584.33371893901
523,131897.97452437723
524,126636.90911951603
525,194026.67528979306
526,143875.40377646068
527,161711.01631714462
529,190078.4542799071
530,195292.37093703446
531,169616.21054356804
532,123980.09617808866
533,193546.72004114947
534,159095.87213930418
535,167297.60187936065
536,231429.3389537507
537,167828.41775476406
538,206890.09940094393
539,205553.72061530282
540,100493.11680863852
541,132330.2708209615
542,127676.55823430038
543,145245.5955527861
544,134272.42489411915
545,144842.8983805135
546,129919.38686630044
547,164786.2319271222
548,167008.26580680764
549,114544.16019204575
551,135989.48474407638
552,183535.5919520435
553,118810.91795345598
555,156562.96348195412
556,184710.27224490818
557,225635.989318578
558,186843.20370032542
559,106913.77626972628
560,117561.47158326734
561,122425.43483166012
562,146693.4390678089
563,101297.43661414862
564,245643.3977187387
567,211645.02069213282
568,123918.45638718265
569,154945.49693441644
570,199064.04545518206
571,149764.55556166428
572,115530.02158895723
573,137400.59717689824
574,141104.89365587692
575,164075.95820977297
576,133980.33463468304
577,165466.39926475394
578,158414.60622247952
579,176769.58788055627
580,116424.63087115654
581,145451.7583330583
583,189501.85157680212
584,131015.91199213927
585,161775.15999897273
586,220684.15444641383
587,200031.7601761345
588,177910.99561164234
589,126377.63114812855
591,187489.22122435377
593,197253.1077087464
594,268829.97603821504
595,125473.56862434532
596,165846.15339457899
597,197168.77972528737
599,161272.40244126736
600,132235.22085688874
602,182345.89835491017
603,136264.82777353158
605,109006.34018236586
606,117918.30504983394
607,126428.11050969647
608,146067.8089062185
609,184496.76251709473
610,181506.49881234978
611,125529.71368374651
612,104358.99595720363
613,121220.11493573796
616,181777.34226791386
617,168442.4604061935
618,177713.7590707682
619,187566.24535857904
620,128610.05993033874
622,166526.46834586156
623,189309.2998348132
624,162471.67508641368
627,171019.70839262404
628,156819.35535850917
629,204070.71391943377
630,116726.43458715703
633,160015.93286329327
634,182669.98123059794
635,163308.23231702147
636,139695.560937999
638,156310.26986211172
639,151761.43151876208
640,116934.76230528898
641,214216.84217752356
642,163349.72688994688
643,194353.999756527
644,147408.44556266413
646,123741.78978610625
647,200544.89411895693
648,121812.21180578007
649,213413.15285889275
650,171975.7876499192
651,107378.22574127749
652,159078.07523963557
653,121494.50053820065
654,118686.54611475642
655,133530.78506038158
657,170045.1921298912
658,121345.04880565725
659,147363.84965638892
661,147206.17414063335
662,134016.88040417465
663,158290.02678054877
664,173257.04411144013
665,225713.79422874714
666,156345.3929985396
667,125620.52763703896
669,151798.38763717425
670,111323.86781888801
671,117852.1500843621
672,163464.80675649372
673,130918.54522648988
674,209658.41027023763
675,166506.27099730948
676,162641.3425117974
677,173936.62088042963
678,138455.92886194936
679,174156.59693941643
681,146993.76837123936
682,157025.46533591012
683,181257.22031194158
685,175548.3527443887
686,122960.82687763317
687,184602.93132893406
688,158500.75506096438
689,155605.27460488665
690,194948.213876056
691,154917.96477786457
692,149468.3892094118
694,195278.723388448
695,162097.90477023236
696,166948.89450572486
697,156706.70029808162
699,127928.36580667687
700,190127.60558836683
701,163665.94327141918
702,167183.23608985724
703,199128.75599684758
705,114106.42815156373
706,139417.697727078
707,145580.14899449356
708,190075.8501062715
709,190119.96852307185
710,101699.12386490515
711,154442.99444133174
714,157209.79209371726
715,115553.3827889211
716,136367.98594178405
717,169529.5626178598
718,168002.94377199764
719,129094.62388276581
721,152081.06558585752
722,130695.8011169782
723,134169.22617258047
724,158563.7529004869
725,150939.74110301115
726,121297.87585638682
727,135747.5669470755
728,130206.87936421655
729,147398.9491111046
730,201944.65246720955
731,216520.3034903417
732,170722.42033913746
733,136501.77675052994
734,190300.62956302793
735,131947.75562967072
736,167953.92975542002
737,152074.55339663508
738,167683.14410548384
739,134514.29725366898
740,138618.71146947602
741,171600.92079681085
742,105251.22928593779
743,128159.0482220494
745,157653.36627793298
746,166981.39860149653
747,172055.51363434986
748,113030.82067694396
749,160617.62564296141
750,198643.9245098333
751,142403.0658040893
752,196806.83714811318
753,220476.8815230383
754,190823.68893376814
755,164889.31386168223
757,293773.5408882841
758,158229.293066536
759,200486.35658085503
760,133692.984418951
762,125674.57642967746
764,224195.7705431951
765,209811.09097182754
766,191531.24072412972
767,208425.78039200488
768,156314.60167623867
769,104315.15956225108
771,142967.37485998718
772,177911.1831087165
773,158723.56126317233
774,177576.9247599204
775,165314.17132742464
776,152751.29384724697
777,246214.62990682825
779,138095.1370818012
780,186048.2849900621
781,217015.56023757881
782,143457.26663325966
783,143365.19517944969
784,117216.49080073177
786,112420.71394720048
787,135134.4049210771
788,161235.83523585543
789,182259.21452541006
791,153587.88934754446
792,174680.28252474318
793,116415.08592225895
794,134781.96709078513
795,115688.72609842193
796,229243.35438975153
797,141797.44826472475
798,152198.85573271068
799,121562.60773582057
800,142382.96716658896
801,168290.4845399972
802,142805.87396990412
803,166648.91103907244
804,125879.55110079066
805,147444.90107980894
806,144055.94020139577
807,144693.09818969984
808,188822.36722292582
809,129700.45930703408
810,131826.98702179836
811,214138.69269791088
813,111666.86184826988
814,192540.02819393115
815,141445.49810397715
816,236038.7665685455
817,216448.45440815078
818,201345.41800813717
819,325508.32180232473
820,145035.52410385117
821,178954.37608852927
822,208992.8282430512
823,130866.00777146005
824,123798.7940734773
825,176500.89235019396
826,245381.30294584163
827,192289.32468164136
828,201163.6612280913
829,165832.0643729693
830,132771.39045284686
831,156605.4802471474
832,145824.24639583958
833,139917.70385671663
834,146589.17847276034
835,174179.70985257498
836,249077.95278014592
837,141117.51156392175
839,132372.98117268443
842,182524.67876469056
843,111082.53624165356
844,179326.2559109681
845,116791.87001363072
846,123180.22992243654
847,141656.9798462184
848,136847.27106926174
850,128669.64028451657
851,124608.86033512685
852,170133.84545895553
853,144244.7497321191
854,129336.37651773606
855,147900.98957415286
857,112290.29076850416
858,266836.86258301686
859,170925.77636486734
860,191377.85633488983
861,221874.82643895113
862,182205.54525682193
863,164813.9539421036
864,182738.3467257697
865,275032.23547416605
866,183350.15643515598
867,190780.6352934755
868,129967.71305332586
869,125171.52221292655
870,161588.56923745523
871,158053.40640710152
873,215259.07743715687
874,126608.07365579106
875,164520.43228478538
876,172770.38924344123
877,142304.3109732046
880,302715.52454413415
881,146457.00985308888
882,162242.34675416426
884,156653.23777774032
885,117476.08536489018
886,106819.3025648889
887,138300.61023112317
888,171886.157789966
889,242709.1580651223
890,163036.17830672313
891,173596.02961134657
894,174277.1085333402
895,142805.54169931015
896,129431.39435549382
