Id,SalePrice
1,8.439323757312515e-10
3,1.323474801247231e-9
4,8.413665697456364e-10
5,1.5731227970488573e-9
6,9.664347666101701e-10
7,9.657862206815558e-10
8,8.630528829518353e-10
9,6.836144013919415e-10
10,1.0497522840611328e-9
11,2.2264214115234757e-9
12,6.270816416623362e-10
13,8.493965685506514e-10
14,8.349186580222839e-10
15,5.940693035370275e-10
16,7.935910423890807e-10
18,1.2322868529637254e-9
19,9.68820108881817e-10
20,9.932608896903701e-10
21,9.980334234977916e-10
22,1.0150342521862384e-9
24,6.476780334974812e-10
25,1.7666002478101754e-9
26,1.6177363882657413e-9
27,8.322992565940027e-10
28,2.15736126284658e-9
29,1.025277159788609e-9
31,1.1832487874669854e-9
32,6.697064482658053e-10
33,2.0620338205205723e-9
34,7.826559297624561e-10
35,0
36,1.012701303498476e-9
37,8.212266059725312e-10
38,8.605891413134222e-10
39,8.56918273069278e-10
40,8.701894402771209e-10
41,1.180606114658598e-9
42,9.004680548328449e-10
45,9.392116943605392e-10
46,1.1797732931967707e-9
47,3.865647694895166e-9
48,8.071213526824017e-10
50,8.238872267013117e-10
51,2.0338026111848576e-9
52,8.672030502434058e-10
53,9.31761750951489e-10
54,6.786415973366786e-10
55,1.2489605102784776e-9
57,1.0713488702992766e-9
58,9.252365282609802e-10
59,1.2060863021557774e-9
61,1.1211131374156224e-9
62,7.469473646943e-10
63,1.1603723640610525e-9
65,9.08224759217078e-10
66,9.804175151382556e-10
67,5.353178800844643e-10
68,9.224783102606898e-10
69,7.995581400700969e-10
70,2.3927613630993566e-9
71,6.355988467190297e-10
72,5.708621510738678e-10
73,7.852475259334415e-10
74,8.692803077778887e-10
76,9.706187703943127e-10
77,1.113283475976098e-9
78,7.824202094177348e-10
79,8.058081286375237e-10
80,7.945082111189923e-10
82,1.027576196603964e-9
84,2.324758529219518e-9
85,9.35684272268954e-10
86,9.81278917742478e-10
87,8.491729814984167e-10
89,6.300485524234409e-10
90,2.876495353352412e-9
91,7.548651594761837e-10
92,8.742777459579859e-10
93,1.0007115532669954e-9
95,8.343616001212772e-10
97,9.191871083603177e-10
98,8.730795378986932e-10
100,1.0785725206241088e-9
101,2.5659646921612254e-9
102,7.225643339231197e-10
104,7.626057664355283e-10
105,9.60976942732356e-10
106,1.2495502074527645e-9
107,9.21693336684895e-10
108,9.232925958046646e-10
109,9.957202312447302e-10
110,3.0004314045996947e-9
111,1.0660786998970678e-9
113,9.376285898167048e-10
114,9.056187043191008e-10
115,8.266071013706069e-10
116,7.771993047636531e-10
117,2.4619483660474413e-9
120,6.092054082802742e-10
121,1.9410446990565654e-9
122,8.495621184157658e-10
123,9.777370771918968e-10
124,8.034465090114758e-10
125,8.369765337323063e-10
128,8.564152280194804e-10
129,3.534172137231771e-9
130,6.678405227022338e-10
132,1.5168757585052995e-9
133,8.158267337780467e-10
134,9.91219766230238e-10
135,9.221805713243424e-10
136,7.087278561065316e-10
139,1.0664216595558107e-9
140,1.0487944262858566e-9
141,1.0630548695765966e-9
143,7.451034237842829e-10
144,8.68589975342689e-10
145,3.4492257896264297e-9
146,8.443907607138298e-10
147,8.092429218256635e-10
148,3.1721025887916016e-9
149,1.2626761092957929e-9
150,2.377312129464877e-9
151,2.2969559153470846e-9
152,8.042468987067229e-10
154,9.583706474058279e-10
156,1.868190634904043e-9
157,1.0227852211372962e-9
159,8.380504449782314e-10
160,7.620284398211268e-10
